id,feature1,feature2,feature3,target
2232,9.91559883837199,93.8617036763218,17.1912555621661,kurang
2233,7.45530707698062,90.3455077584083,13.4888976933457,buruk
2234,12.1445491910398,90.6999520175209,13.9960782790794,normal
2235,12.7261172832819,80.4322335749256,13.98847838406,lebih
2236,12.6655194657949,82.4759946047538,15.236938467094,normal
2237,12.4666411823767,85.6909539772567,14.4157473982443,normal
2238,11.2555562874802,99.3160811490216,15.8721243947362,kurang
2239,11.5332472816429,95.1692791996783,17.6639044781958,normal
2240,14.2717549442101,92.5460749815715,12.6561104855926,normal
2241,9.44648460257907,89.6914542313741,15.6154598437786,normal
2242,12.2519677267628,89.9530056216767,18.8648186507922,normal
2243,12.0652817037113,90.1879946688152,18.6133769199724,normal
2244,9.22127061631091,87.5618928236997,14.2736560528609,normal
2245,15.3317991028439,85.7288034801932,13.1587951693197,lebih
2246,8.85962526765741,85.4142459786232,15.2138556762845,normal
2247,9.947331639131,91.3739613365133,15.8967901991218,kurang
2248,8.99204248907228,89.9387838418383,15.634617407248,kurang
2249,13.282540986976,83.0146327523245,16.285306711291,normal
2250,13.9262423217524,81.8460277263616,18.2206577754616,lebih
2251,10.8665988934594,91.6368700248433,14.0929183045842,normal
2252,9.32729292099212,92.4484958647284,18.0397881908715,kurang
2253,11.4837773611524,88.1600831547256,13.339798490427,normal
2254,14.0209335233981,81.5764864722698,14.5149802822128,lebih
2255,12.9954075058421,90.2569735434121,19.6879319292998,normal
